id_guest	id_host	id_listing	ts_contact_at	ts_reply_at	ts_accepted_at	ts_booking_at	ds_checkin	ds_checkout	n_guests	n_messages
0187b377-ad1c-4da4-8a17-568b2c9098f4	23e244f6-144f-43fd-a595-c38400902731	094da897-740f-40d4-b7dc-c8f343eb724e	2014-10-02 23:00:13.0	2014-10-03 09:31:26.0	NULL	NULL	2015-03-18	2015-03-20	1	5
0187b377-ad1c-4da4-8a17-568b2c9098f4	4f351532-59dc-4706-898a-0c4d25f1b125	535d9793-5d50-45ce-bf7c-cfa635766977	2014-10-03 14:58:57.0	2014-10-03 17:53:51.0	2014-10-03 17:53:51.0	NULL	2015-03-18	2015-05-05	1	4
0187b377-ad1c-4da4-8a17-568b2c9098f4	541cde41-790a-4feb-ac27-ed6be9d0bfeb	940625a0-7fb3-4f00-ade3-751d93d8dae3	2014-10-02 22:39:28.0	2014-10-03 10:05:11.0	NULL	NULL	2015-03-18	2015-03-20	1	2
0187b377-ad1c-4da4-8a17-568b2c9098f4	73442f06-eb00-468b-8e95-27f6ba2bd6d9	f3ede98b-dc9d-4a49-89a9-3fee0ab920bc	2014-10-02 22:43:27.0	2014-10-03 10:54:14.0	NULL	NULL	2015-03-18	2015-03-20	1	2
0187b377-ad1c-4da4-8a17-568b2c9098f4	82992868-442b-4c6e-8926-b2ec6724520e	e502da32-dfc6-4f40-bba2-80f326d7dbf7	2014-10-02 22:48:21.0	2014-10-02 22:59:32.0	NULL	NULL	2015-03-18	2015-03-20	1	8
0187b377-ad1c-4da4-8a17-568b2c9098f4	8f2b7de4-c5a8-4c05-8a4a-4a6645594d40	79a3f7bb-127c-4b72-8a71-f597588c70f9	2014-10-01 18:35:04.0	2014-10-02 03:08:29.0	NULL	NULL	2015-03-20	2015-03-24	1	5
0187b377-ad1c-4da4-8a17-568b2c9098f4	bfe8118e-c490-46d6-b629-927b399626f6	1fb4bd13-1b6f-4d3f-b91b-03e2fb9ca046	2014-10-02 22:34:35.0	2014-10-02 22:49:43.0	NULL	NULL	2015-03-18	2015-03-20	1	12
0187b377-ad1c-4da4-8a17-568b2c9098f4	c90b37dc-cac0-4418-8991-cf678fc3fbcd	67f4c993-3dfd-4be1-b144-fbf6bc600445	2014-10-02 23:10:58.0	2014-10-02 23:16:37.0	NULL	NULL	2015-03-18	2015-03-20	1	3
0187b377-ad1c-4da4-8a17-568b2c9098f4	e4dd0248-6906-4a75-a777-973aee9f441f	16edc1e3-1b01-4d5c-aa2c-17048f11501e	2014-10-02 22:54:28.0	2014-10-03 11:39:59.0	2014-10-03 14:30:38.0	NULL	2015-03-18	2015-03-20	1	8
0187b377-ad1c-4da4-8a17-568b2c9098f4	ee55912a-88a0-414d-aed7-7f15ce527232	71bca3ca-cbbf-4496-b35b-15dcc39552da	2014-10-02 22:55:35.0	2014-10-03 06:33:24.0	NULL	NULL	2015-03-18	2015-03-20	1	2
0193cceb-d898-49c8-b44a-492f81c0bd2a	86b39b70-965b-479d-a0b0-719b195acea2	96c4cc0f-660e-4630-8db4-abdd25de6ea9	2014-10-07 12:56:12.0	2014-10-07 17:59:12.0	NULL	NULL	2014-11-03	2014-11-07	3	2
019733e5-db73-465a-b906-1cef46b1b822	d6b63259-fbb5-4141-b4df-d48665c7384f	5f6499d9-2e4a-4984-af6c-6fdb31152a70	2014-10-04 17:40:36.0	2014-10-05 07:05:28.0	NULL	NULL	2014-10-06	2014-10-13	1	2
019733e5-db73-465a-b906-1cef46b1b822	e4dd0248-6906-4a75-a777-973aee9f441f	16edc1e3-1b01-4d5c-aa2c-17048f11501e	2014-10-05 12:06:15.0	2014-10-05 12:25:24.0	2014-10-05 12:25:24.0	2014-10-05 12:25:24.0	2014-10-06	2014-10-12	1	7
01b1f907-a531-42e6-b40c-66dfa94f63b1	09c8abb3-738f-4f9c-94fd-19d555dc20ac	c23be1f8-52a7-4511-a5d1-da6e56eb8d43	2014-10-20 18:51:09.0	NULL	NULL	NULL	2014-11-03	2014-11-08	1	2
01b1f907-a531-42e6-b40c-66dfa94f63b1	ac162061-55e2-4072-ac91-2e080f9581f2	ec68e0af-b0f2-42c7-b6f8-d41061c083ff	2014-10-02 16:53:44.0	2014-10-02 17:31:29.0	NULL	NULL	2014-11-03	2014-11-08	2	3
01b1f907-a531-42e6-b40c-66dfa94f63b1	b9a24859-2459-444f-8664-225664ef46f1	784d55d8-cf47-46bc-a1e0-e92a035c23a2	2014-10-20 19:27:58.0	2014-10-20 19:33:44.0	2014-10-20 19:33:44.0	2014-10-21 11:59:38.0	2014-11-03	2014-11-08	1	41
01b1f907-a531-42e6-b40c-66dfa94f63b1	d922e8f4-4894-482a-bb39-e232c5c8a82c	3db4c6f8-9a0e-434f-ac40-82babf6e602d	2014-10-20 19:30:36.0	NULL	NULL	NULL	2014-11-03	2014-11-08	1	2
01c41b43-73bf-423e-924c-2b51af6aa48e	33dc66b3-679a-4f43-9f8f-a39c630687a0	3de957df-9510-47b8-81c3-9e11378dae1e	2014-10-13 20:52:14.0	2014-10-14 09:08:32.0	NULL	NULL	2014-10-31	2014-11-03	2	4
01c41b43-73bf-423e-924c-2b51af6aa48e	57b8ba0c-3c35-40dd-ae62-cb9b08d7c65a	5d8f3467-eb8f-49f6-bc3b-c6a1b59d1864	2014-10-13 20:57:59.0	2014-10-13 21:28:28.0	NULL	NULL	2014-10-31	2014-11-03	2	2
01c41b43-73bf-423e-924c-2b51af6aa48e	57ea17c5-3bd6-44b3-b482-ec34efe16591	b6c84bc3-aa68-4f48-b992-89538bd74f0f	2014-10-13 14:09:13.0	2014-10-13 19:27:33.0	2014-10-13 19:27:36.0	2014-10-14 22:16:00.0	2014-10-31	2014-11-03	2	11
01c41b43-73bf-423e-924c-2b51af6aa48e	6bbb88ca-db66-48c5-9c4b-862f7706284a	d3871da6-8012-4dc4-b508-c91f2c10c297	2014-10-13 20:55:32.0	2014-10-14 12:52:57.0	NULL	NULL	2014-10-31	2014-11-03	2	2
01c41b43-73bf-423e-924c-2b51af6aa48e	8c8fa6ce-8dc4-4a66-9c0e-4e07e2e6d0da	d9b3e9eb-47d5-43cf-81a5-c37383bdad31	2014-10-13 20:57:11.0	2014-10-15 13:42:45.0	NULL	NULL	2014-10-31	2014-11-03	2	2
01c41b43-73bf-423e-924c-2b51af6aa48e	92ea2f42-d8e8-4c7b-905c-3141667d1501	309d9eab-4a9f-4695-bc45-765eec4a99a3	2014-10-13 13:42:15.0	2014-10-13 13:59:46.0	NULL	NULL	2014-10-31	2014-11-03	2	5
01c41b43-73bf-423e-924c-2b51af6aa48e	aff6e866-0f9e-47d8-a9fc-b8bb288fdcef	e82df718-033a-4917-82e6-f70f5115bd8c	2014-10-13 14:12:44.0	2014-10-13 14:17:11.0	2014-10-13 14:17:11.0	NULL	2014-10-31	2014-11-03	2	3
01f72bab-fc53-4e8c-ab01-bc4c3324ac8a	8c8fa6ce-8dc4-4a66-9c0e-4e07e2e6d0da	d9b3e9eb-47d5-43cf-81a5-c37383bdad31	2014-10-09 19:00:13.0	2014-10-09 19:16:24.0	NULL	NULL	2014-10-12	2014-10-19	4	2
01f72bab-fc53-4e8c-ab01-bc4c3324ac8a	ebd770fd-5db4-4f60-915a-8262e0542c29	ade7a8d9-4858-4848-a3ea-9904fcbcb4bc	2014-10-08 13:56:39.0	2014-10-08 14:04:30.0	2014-10-08 14:04:30.0	NULL	2014-10-12	2014-10-19	4	3
020c8f04-62f1-4dbf-b9f9-52c5df3384ed	d66a82e0-bb89-4008-998a-9540fa499561	ee1610cc-d861-4749-b00a-d8ae9d7ef67f	2014-10-14 12:45:20.0	2014-10-14 12:47:57.0	2014-10-14 12:47:57.0	2014-10-15 10:12:31.0	2014-10-16	2014-10-17	1	8
0224ccb4-2efd-466c-9603-4443830c74f3	33dc66b3-679a-4f43-9f8f-a39c630687a0	3de957df-9510-47b8-81c3-9e11378dae1e	2014-10-13 16:01:26.0	2014-10-13 16:59:50.0	NULL	NULL	2014-11-03	2014-11-07	2	6
024106ab-4c8f-4fbd-9352-6253ce153a41	9eb0609e-9e28-4d15-a026-af82daab66ff	a4b7a2b5-ab45-4835-b8fe-a972b44d0d37	2014-10-11 14:46:19.0	2014-10-12 06:06:28.0	NULL	NULL	2014-12-29	2015-01-02	6	2
024106ab-4c8f-4fbd-9352-6253ce153a41	f0bd6431-2c1f-4d26-9866-1235a0bfbcb8	3e4dc064-dbff-40e2-9080-bd32c0ff2a26	2014-10-11 14:46:40.0	2014-10-11 14:48:39.0	2014-10-11 14:48:39.0	2014-10-11 15:52:21.0	2014-12-29	2015-01-02	6	10
024493fb-a47b-49d2-9844-cc8ba21d6e02	b56f02d3-2ae3-463b-8267-fde433d98735	35f5fb40-a78a-4993-91e2-962c58568d18	2014-10-01 17:30:26.0	2014-10-02 07:54:35.0	2014-10-02 07:54:35.0	2014-10-02 07:54:35.0	2014-10-04	2014-10-06	2	7
0246d4da-9008-4310-92ef-34f2e8b9ee13	0628f6b2-9370-46c8-bcf3-d4766ca9e1ae	bebdd5be-b9aa-4bff-9d06-1a30ab074eac	2014-10-07 20:58:14.0	2014-10-07 21:22:11.0	2014-10-07 21:22:11.0	2014-10-07 21:31:42.0	2014-10-16	2014-10-21	1	24
0246d4da-9008-4310-92ef-34f2e8b9ee13	66d3a930-5de7-4c47-b2a9-c93eee03de36	626c53e4-207b-4a7b-b734-d13f99277d5f	2014-10-07 00:38:01.0	2014-10-07 10:01:03.0	2014-10-07 10:01:03.0	NULL	2014-10-16	2014-10-21	1	3
02638b80-d1fc-4f5d-850f-5bbb2d49b632	0735350a-eb65-4c6d-bfe3-4353456791c6	01dd87df-1b49-478d-a469-c274e744af29	2014-10-08 10:21:49.0	NULL	NULL	NULL	2014-10-20	2014-10-21	2	2
02638b80-d1fc-4f5d-850f-5bbb2d49b632	2781eaae-86a9-405f-9a44-e6d6c579658d	80a0d30c-c3bf-41ad-bf97-6d78f8c69424	2014-10-09 17:07:37.0	2014-10-09 18:18:12.0	2014-10-09 18:18:19.0	2014-10-10 13:11:28.0	2014-10-20	2014-10-21	2	7
02638b80-d1fc-4f5d-850f-5bbb2d49b632	39f7de49-66b1-4a08-b190-1e99e9a31eb0	5aff4e8a-4a1d-43b6-ad60-b91ea99122c4	2014-10-08 10:25:01.0	2014-10-08 10:42:58.0	NULL	NULL	2014-10-20	2014-10-21	2	3
02638b80-d1fc-4f5d-850f-5bbb2d49b632	453bcaa1-7567-4cc6-bdeb-bac8a232a419	a46e5b87-ca94-45cb-8218-4c91ceb41c68	2014-10-09 17:17:10.0	2014-10-09 17:25:42.0	2014-10-09 17:25:42.0	NULL	2014-10-20	2014-10-21	2	3
02638b80-d1fc-4f5d-850f-5bbb2d49b632	80164912-f0fd-435e-81d8-836958d46f03	ad11ecff-2fbd-4a84-b784-fa930b65de6c	2014-10-08 10:01:32.0	2014-10-08 18:02:55.0	NULL	NULL	2014-10-20	2014-10-21	2	4
02638b80-d1fc-4f5d-850f-5bbb2d49b632	8f3bbded-a817-4a6b-89bd-e16e3fdfc1e2	c71f13d6-0569-43fc-b640-3bab82542d47	2014-10-09 17:15:28.0	2014-10-10 08:43:29.0	NULL	NULL	2014-10-20	2014-10-21	2	3
02638b80-d1fc-4f5d-850f-5bbb2d49b632	e91c5e0f-585b-4bf8-b036-ead91537151d	da476303-27fc-45a8-bad3-e95b0313deac	2014-10-07 12:34:12.0	2014-10-08 09:19:12.0	NULL	NULL	2014-10-20	2014-10-21	2	4
02638b80-d1fc-4f5d-850f-5bbb2d49b632	f27f5b6a-a411-4533-bd4c-8875760a237b	3e0de7ef-69db-4cea-a5d7-f8c4192d04e7	2014-10-09 17:14:07.0	2014-10-09 17:18:11.0	2014-10-09 17:18:11.0	NULL	2014-10-20	2014-10-21	2	3
026413ef-9a27-45dc-8c59-b259e670dd0d	778729d0-b1b9-400d-8174-1e20287535a5	aaf32953-9640-46ea-b0b7-46220a211754	2014-10-13 20:41:15.0	2014-10-13 21:01:29.0	2014-10-13 21:01:29.0	2014-10-13 21:01:29.0	2014-10-17	2014-10-18	2	4
0276ab7e-b5ec-4386-be9e-2fef78e40101	4d90d993-7ce5-4df3-9df9-a81f3a46a1d4	2a3b9159-28d4-475d-81b1-4500b292b9dd	2014-10-02 09:13:08.0	2014-10-02 15:46:32.0	2014-10-02 15:46:32.0	2014-10-02 15:46:32.0	2014-11-03	2014-11-07	1	16
02a5326e-312f-4122-8634-0593cfbd8ce8	007e4152-2097-4f09-83fd-cd6bbc573f0c	84b2e587-4b35-4ea3-b6d8-a71c06d1b301	2014-10-20 11:02:10.0	2014-10-20 20:16:09.0	2014-10-21 04:53:03.0	2014-10-21 04:53:03.0	2014-12-23	2014-12-26	3	17
